timestamp,ip_address,log_entry,severity,country,city,lat,lon,geo
2025-10-25 06:42:43.338187,52.2.196.102,2025-10-25T10:20:42.750773Z | WARN | 52.2.196.102 | root | Failed login attempt (2/86),Low,,,,,
2025-10-25 06:42:43.345105,52.2.196.102,2025-10-25T10:15:42.750773Z | WARN | 52.2.196.102 | unknown | Failed login attempt (84/86),Medium,,,,,
2025-10-25 06:42:43.345105,52.2.196.102,2025-10-25T09:50:42.750773Z | WARN | 52.2.196.102 | unknown | Failed login attempt (85/86),Medium,,,,,
2025-10-25 06:42:43.345105,52.2.196.102,2025-10-25T10:17:42.750773Z | WARN | 52.2.196.102 | unknown | Failed login attempt (86/86),Unknown,,,,,
2025-10-25 06:42:43.345105,52.1.126.236,2025-10-25T09:56:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (1/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:58:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (2/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:55:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (3/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:38:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (4/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:25:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (5/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:42:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (6/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:48:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (7/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:49:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (8/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:22:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (9/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:18:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (10/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:18:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (11/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:05:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (12/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:45:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (13/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:27:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (14/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:01:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (15/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:29:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (16/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:54:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (17/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:48:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (18/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:31:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (19/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:54:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (20/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:06:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (21/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:03:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (22/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:47:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (23/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:19:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (24/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:05:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (25/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:17:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (26/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:14:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (27/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:46:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (28/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:51:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (29/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:54:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (30/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:27:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (31/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:21:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (32/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:43:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (33/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:43:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (34/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:07:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (35/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:03:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (36/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:16:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (37/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:01:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (38/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:04:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (39/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:08:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (40/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:51:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (41/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:28:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (42/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:39:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (43/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:07:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (44/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:00:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (45/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:53:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (46/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:51:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (47/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:46:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (48/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:11:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (49/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:53:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (50/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:13:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (51/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:36:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (52/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:02:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (53/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:34:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (54/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:27:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (55/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:22:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (56/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:33:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (57/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:38:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (58/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:16:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (59/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:13:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (60/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:21:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (61/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:07:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (62/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:27:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (63/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:13:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (64/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:26:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (65/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:27:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (66/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:35:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (67/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:01:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (68/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:22:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (69/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:52:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (70/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:17:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (71/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:29:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (72/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:11:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (73/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:05:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (74/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:19:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (75/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:22:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (76/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:39:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (77/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:35:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (78/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:19:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (79/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:22:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (80/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:27:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (81/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:01:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (82/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:05:42.750773Z | WARN | 52.1.126.236 | root | Failed login attempt (83/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:33:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (84/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:31:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (85/92),Medium,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:08:42.750773Z | WARN | 52.1.126.236 | admin | Failed login attempt (86/92),Unknown,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T09:59:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (87/92),Low,,,,,
2025-10-25 06:42:43.360790,52.1.126.236,2025-10-25T10:10:42.750773Z | WARN | 52.1.126.236 | unknown | Failed login attempt (88/92),Low,,,,,
